종목명,우대법령,조문내역,활용내용,해당1,해당2,해당3,해당4,해당5,해당6,해당7,해당8,우선순위1,우선순위2,우선순위3,우선순위4,우대분류,중처법대상
잠수산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기공사기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기공사산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기안전기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기응용기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기철도기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기철도기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기철도산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전산응용건축제도기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전산응용기계제도기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전산응용토목제도기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전산회계운용사1급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전산회계운용사2급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전산회계운용사3급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자기능사,국가기술자격법시행규칙,"제21조시험위원의자격등(별표16), 제21조시험위원의자격등(별표16)","시험위원의자격, 시험위원의자격",직무권한부여,직무권한부여,,,,,,,,직무권한부여,,,직무권한부여,
전자기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자상거래관리사1급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자상거래관리사2급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자상거래운용사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자응용기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자출판기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자캐드기능사,국가기술자격법시행규칙,"제21조시험위원의자격등(별표16), 제21조시험위원의자격등(별표16)","시험위원의자격, 시험위원의자격",직무권한부여,직무권한부여,,,,,,,,직무권한부여,,,직무권한부여,
전파전자통신기능사,국가기술자격법시행규칙,"제21조시험위원의자격등(별표16), 제21조시험위원의자격등(별표16)","시험위원의자격, 시험위원의자격",직무권한부여,직무권한부여,,,,,,,,직무권한부여,,,직무권한부여,
전파전자통신기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전파전자통신산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정밀측정기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정밀측정산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정밀화학기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보관리기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보기기운용기능사,국가기술자격법시행규칙,"제21조시험위원의자격등(별표16), 제21조시험위원의자격등(별표16)","시험위원의자격, 시험위원의자격",직무권한부여,직무권한부여,,,,,,,,직무권한부여,,,직무권한부여,
정보보안기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보보안산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보처리기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보처리산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보통신기능사,국가기술자격법시행규칙,"제21조시험위원의자격등(별표16), 제21조시험위원의자격등(별표16)","시험위원의자격, 시험위원의자격",직무권한부여,직무권한부여,,,,,,,,직무권한부여,,,직무권한부여,
정보통신기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보통신기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보통신산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제강기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제강기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제과기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제과기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제빵기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제선기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제선기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제품디자인기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제품디자인기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제품디자인산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제품응용모델링기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
