종목명,우대법령,조문내역,활용내용,해당1,해당2,해당3,해당4,해당5,해당6,해당7,해당8,우선순위1,우선순위2,우선순위3,우선순위4,우대분류,중처법대상
디지털인쇄산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
로봇기구개발기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
로봇소프트웨어개발기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
로봇하드웨어개발기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
무선설비기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
무선설비산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
미용장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
바이오화학제품제조기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
바이오화학제품제조산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
반도체커스텀레이아웃산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
발송배전기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
방사선관리기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
방사선비파괴검사기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
방사선비파괴검사산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
방송통신기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
방송통신산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
방수산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
방재기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
배관기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
배관산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
버섯산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
보석감정산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
보석디자인산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
복어조리산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
비파괴검사기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
빅데이터분석기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
사무자동화산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
사출금형기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
사출금형산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산림기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산림기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산림산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업계측제어기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업기계설비기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업안전기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업안전산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업위생관리기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업위생관리기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업위생관리산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
상하수도기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
생물분류기사(동물),여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
생물분류기사(식물),여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
서비스·경험디자인기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
설비보전기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
설비보전산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
섬유기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
섬유기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
섬유디자인산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
섬유산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
세라믹기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방설비기사(기계분야),여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방설비기사(전기분야),여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방설비산업기사(기계분야),여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방설비산업기사(전기분야),여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소음진동기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소음진동기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소음진동산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산양식기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산양식기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산양식산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산제조기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산제조기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수자원개발기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수질관리기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수질환경기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수질환경산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
승강기기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
승강기산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
시각디자인기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
시각디자인산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
시설원예기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
시설원예기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식물보호기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식물보호산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식육가공기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식품기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식품산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식품안전기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
신발산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
신재생에너지발전설비기사(태양광),여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
신재생에너지발전설비산업기사(태양광),여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
실내건축기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
실내건축산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
압연기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
양식조리산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
어로산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
어업기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
어업생산관리기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
에너지관리기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
에너지관리기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
에너지관리산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
영사산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
온실가스관리기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
와전류비파괴검사기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
용접기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
용접기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
용접기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
용접산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
원자력기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
원자력발전기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
위험물기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
위험물산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
유기농업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
유기농업산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
응용지질기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
의공기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
의공산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
의류기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
의류기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
이용장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
인간공학기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
인간공학기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
인쇄설계기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
일반기계기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
일식조리산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
임베디드기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
임산가공기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
임업종묘기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자기비파괴검사기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자기비파괴검사산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동차정비기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동차정비기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동차정비산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동화설비산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자연생태복원기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자연생태복원산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자연환경관리기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자원관리기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
잠수기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
잠수산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기공사기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기공사산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기안전기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기응용기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기철도기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기철도기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전기철도산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전자응용기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전파전자통신기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
전파전자통신산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정밀측정산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정밀화학기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보관리기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보보안기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보보안산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보처리기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보처리산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보통신기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보통신기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
정보통신산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제강기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제과기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제선기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제품디자인기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제품디자인기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
제품디자인산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
조경기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
조경기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
조경산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
조리기능장,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
조선기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
조선산업기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
조선선체기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
조선의장기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
종자기사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
종자기술사,여성과학기술인육성및지원에관한법률시행령,제2조정의,여성과학기술인의해당요건,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
